Hidden units,Dropout,Batchsize,Learning rate,Crop mode,Crop overlap,Upsamling mode,Upsamling ratio,use mixup,use label smoothing,BirdNET Model version
0,0.0,256,0.0001,center,0.0,repeat,0,False,False,V2.4
