Hidden units,Dropout,Batchsize,Learning rate,Crop mode,Crop overlap,Upsamling mode,Upsamling ratio,use mixup,use label smoothing,BirdNET Model version
0,0,64,0.001,center,0.0,repeat,0,True,False,V2.4
