model_id,config,micro_f1,weighted_f1,samples_f1,mean_f1
10,"{'num_conv_layers': 4, 'kernel_sizes': [5, 5, 6, 6], 'channels': [16, 32, 64, 128], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 128}",0.5025856940185803,0.5518290926828024,0.47409199260188783,0.5095022597677569
5,"{'num_conv_layers': 4, 'kernel_sizes': [3, 3, 4, 6], 'channels': [16, 32, 64, 128], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 64}",0.4940984940984941,0.5496235483249918,0.47573691345519054,0.5064863186262255
3,"{'num_conv_layers': 4, 'kernel_sizes': [2, 3, 3, 5], 'channels': [16, 32, 64, 128], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 64}",0.4762494050452166,0.511420185258485,0.4572330657313195,0.4816342186783404
13,"{'num_conv_layers': 4, 'kernel_sizes': [3, 4, 4, 6], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 128}",0.45740455161456145,0.5016548730564679,0.43103377026543493,0.46336439831215476
12,"{'num_conv_layers': 3, 'kernel_sizes': [3, 3, 6], 'channels': [16, 32, 64], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 32}",0.45374298951475256,0.49830333830554957,0.41792076762973157,0.4566556984833446
11,"{'num_conv_layers': 3, 'kernel_sizes': [5, 5, 6], 'channels': [16, 32, 64], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 128}",0.44659730838980627,0.4887039268423991,0.413158358909232,0.44948653138047917
15,"{'num_conv_layers': 4, 'kernel_sizes': [2, 3, 4, 6], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 128}",0.43911573947200144,0.49092323452859127,0.4130484959355739,0.44769582331205554
9,"{'num_conv_layers': 4, 'kernel_sizes': [2, 2, 5, 5], 'channels': [16, 32, 64, 128], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 32}",0.4414302099436493,0.4772197889901969,0.40048531212675564,0.439711770353534
4,"{'num_conv_layers': 2, 'kernel_sizes': [2, 5], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 128}",0.42031473533619457,0.46343378558550663,0.39535803738364855,0.42636885276844994
0,"{'num_conv_layers': 1, 'kernel_sizes': [2], 'channels': [16], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 128}",0.40639107727715323,0.4509827034173602,0.4016504643978451,0.4196747483641195
18,"{'num_conv_layers': 2, 'kernel_sizes': [2, 5], 'channels': [16, 32], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 32}",0.37313279781233977,0.4851417209205744,0.37843057214419257,0.4122350302923689
2,"{'num_conv_layers': 2, 'kernel_sizes': [3, 4], 'channels': [16, 32], 'batch_size': 32, 'dropout': 0.0, 'dense_hidden': 64}",0.40533233895777004,0.44098977578001863,0.39019901324907147,0.4121737093289533
7,"{'num_conv_layers': 1, 'kernel_sizes': [2], 'channels': [16], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 64}",0.3846395230250254,0.4514926168110609,0.39072657390468796,0.40895290458025807
19,"{'num_conv_layers': 3, 'kernel_sizes': [2, 5, 6], 'channels': [16, 32, 64], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 64}",0.4146986970684039,0.4393856949756284,0.36977861098932113,0.40795433434445116
17,"{'num_conv_layers': 3, 'kernel_sizes': [2, 2, 3], 'channels': [16, 32, 64], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 64}",0.38713413819218606,0.45423477559260794,0.35997208069385017,0.40044699815954804
6,"{'num_conv_layers': 2, 'kernel_sizes': [3, 4], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 128}",0.3768209478148626,0.415667370794725,0.3513412857999587,0.3812765348031821
1,"{'num_conv_layers': 2, 'kernel_sizes': [2, 3], 'channels': [16, 32], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 64}",0.35409448153469114,0.42306184918171347,0.36653765326640764,0.3812313279942708
16,"{'num_conv_layers': 3, 'kernel_sizes': [2, 5, 5], 'channels': [16, 32, 64], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 32}",0.3606839815652324,0.4267700377102712,0.3480892409879604,0.3785144200878214
14,"{'num_conv_layers': 4, 'kernel_sizes': [5, 6, 6, 6], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 64}",0.36852646638054365,0.41987475642232824,0.32696128086116444,0.3717875012213454
8,"{'num_conv_layers': 3, 'kernel_sizes': [3, 5, 5], 'channels': [16, 32, 64], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 32}",0.26568335460691156,0.2990513053957465,0.21435349671670975,0.25969605223978925
