model_id,config,micro_f1,weighted_f1,samples_f1,mean_f1
9,"{'num_conv_layers': 4, 'kernel_sizes': [4, 4, 6, 6], 'channels': [16, 32, 64, 128], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 128}",0.5052109181141439,0.528003621168856,0.4540777809695155,0.4957641067508385
1,"{'num_conv_layers': 2, 'kernel_sizes': [5, 5], 'channels': [16, 32], 'batch_size': 32, 'dropout': 0.0, 'dense_hidden': 128}",0.4592517601582992,0.5008913591856262,0.4368363495255229,0.4656598229564828
2,"{'num_conv_layers': 3, 'kernel_sizes': [2, 4, 4], 'channels': [16, 32, 64], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 64}",0.4528046246951495,0.5011947806332561,0.4374118702407411,0.46380375852304884
4,"{'num_conv_layers': 4, 'kernel_sizes': [3, 4, 4, 5], 'channels': [16, 32, 64, 128], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 64}",0.4460444936767285,0.5077892579077069,0.4183521561868477,0.45739530259042765
7,"{'num_conv_layers': 2, 'kernel_sizes': [3, 3], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 128}",0.43474426807760147,0.47609638011891514,0.4303488905351536,0.44706317957722336
6,"{'num_conv_layers': 4, 'kernel_sizes': [4, 5, 5, 5], 'channels': [16, 32, 64, 128], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 32}",0.4565035549979088,0.4859090027901256,0.3918862666243342,0.44476627480412284
5,"{'num_conv_layers': 2, 'kernel_sizes': [3, 3], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 128}",0.43212096067855993,0.46604737749190633,0.4219620116011269,0.4400434499238644
17,"{'num_conv_layers': 4, 'kernel_sizes': [2, 3, 3, 5], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 64}",0.4102737126228333,0.49397015629422353,0.3965488915430708,0.43359758682004257
14,"{'num_conv_layers': 2, 'kernel_sizes': [3, 6], 'channels': [16, 32], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 128}",0.40533800043754104,0.44567572622196117,0.4116510187522993,0.42088824847060047
18,"{'num_conv_layers': 1, 'kernel_sizes': [4], 'channels': [16], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 64}",0.40745953553835335,0.450203357705031,0.3988204849089598,0.418827792717448
19,"{'num_conv_layers': 4, 'kernel_sizes': [4, 4, 5, 6], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 32}",0.43083168522952014,0.45412886534478075,0.36721648549355185,0.41739234535595093
12,"{'num_conv_layers': 3, 'kernel_sizes': [4, 4, 4], 'channels': [16, 32, 64], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 64}",0.4291871921182266,0.4425623195421515,0.3778706741454122,0.4165400619352635
11,"{'num_conv_layers': 1, 'kernel_sizes': [4], 'channels': [16], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 64}",0.3939245467907888,0.442597364961386,0.38652717092763655,0.4076830275599372
16,"{'num_conv_layers': 1, 'kernel_sizes': [3], 'channels': [16], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 128}",0.39098017821422076,0.4348974669164208,0.37835094668622027,0.4014095306056206
15,"{'num_conv_layers': 1, 'kernel_sizes': [4], 'channels': [16], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 64}",0.3771603941204975,0.45248321240270545,0.372889547394786,0.40084438463932964
10,"{'num_conv_layers': 2, 'kernel_sizes': [2, 2], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 64}",0.3900529587842505,0.42337846937484125,0.3837455714638486,0.3990589998743134
0,"{'num_conv_layers': 4, 'kernel_sizes': [2, 2, 3, 3], 'channels': [16, 32, 64, 128], 'batch_size': 32, 'dropout': 0.0, 'dense_hidden': 32}",0.3780796252927401,0.419214702016509,0.338643545046339,0.37864595745186264
13,"{'num_conv_layers': 2, 'kernel_sizes': [3, 5], 'channels': [16, 32], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 32}",0.3306066146986174,0.46522881637969105,0.337913980987322,0.37791647068854345
3,"{'num_conv_layers': 1, 'kernel_sizes': [2], 'channels': [16], 'batch_size': 32, 'dropout': 0.0, 'dense_hidden': 32}",0.3177444460166973,0.41310502599392634,0.3075527434665967,0.34613407182574013
8,"{'num_conv_layers': 1, 'kernel_sizes': [6], 'channels': [16], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 32}",0.3207362617819669,0.37916105713184783,0.30101900427860845,0.3336387743974744
