model_id,config,micro_f1,weighted_f1,samples_f1,mean_f1
7,"{'num_conv_layers': 3, 'kernel_sizes': [2, 2, 5], 'channels': [16, 32, 64], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 128}",0.4809695133497444,0.5238539503158602,0.4495784386354817,0.4848006341003621
14,"{'num_conv_layers': 1, 'kernel_sizes': [6], 'channels': [16], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 128}",0.4441485698544603,0.4812754041120758,0.42233695679562966,0.44925364358738856
13,"{'num_conv_layers': 2, 'kernel_sizes': [2, 6], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 128}",0.43749711383052414,0.4780487976894275,0.4186499957163519,0.44473196907876783
4,"{'num_conv_layers': 2, 'kernel_sizes': [2, 6], 'channels': [16, 32], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 64}",0.4377288528389339,0.47848579739295377,0.41311451451148773,0.4431097215811251
6,"{'num_conv_layers': 2, 'kernel_sizes': [2, 5], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 64}",0.4342348316203287,0.4670435485881407,0.42286510540294003,0.4413811618704698
2,"{'num_conv_layers': 3, 'kernel_sizes': [3, 5, 5], 'channels': [16, 32, 64], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 64}",0.4377038804226106,0.47262711810918956,0.39975658799873004,0.43669586217684336
0,"{'num_conv_layers': 2, 'kernel_sizes': [3, 4], 'channels': [16, 32], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 64}",0.41509955752212396,0.46211846177698773,0.398683660150482,0.4253005598165312
11,"{'num_conv_layers': 1, 'kernel_sizes': [5], 'channels': [16], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 128}",0.41225961538461536,0.45704399979724347,0.3972186525155093,0.4221740892324561
17,"{'num_conv_layers': 4, 'kernel_sizes': [2, 2, 4, 4], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 64}",0.42555282555282553,0.46400607212656225,0.3741242459519526,0.42122771454378016
5,"{'num_conv_layers': 4, 'kernel_sizes': [2, 2, 3, 4], 'channels': [16, 32, 64, 128], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 32}",0.4242205988270398,0.46037356200637075,0.376734751472819,0.42044297076874315
8,"{'num_conv_layers': 1, 'kernel_sizes': [5], 'channels': [16], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 32}",0.4112824788106155,0.44954108398296017,0.3997913611417686,0.4202049746451147
10,"{'num_conv_layers': 2, 'kernel_sizes': [3, 6], 'channels': [16, 32], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 64}",0.39730831200834044,0.4432532485033421,0.37957153440273345,0.40671103163813865
9,"{'num_conv_layers': 3, 'kernel_sizes': [3, 3, 6], 'channels': [16, 32, 64], 'batch_size': 64, 'dropout': 0.0, 'dense_hidden': 32}",0.39839222284539166,0.436388215329677,0.3664708787526017,0.4004171056425568
3,"{'num_conv_layers': 1, 'kernel_sizes': [3], 'channels': [16], 'batch_size': 32, 'dropout': 0.5, 'dense_hidden': 64}",0.38519338035310935,0.41953332444241853,0.37383900538731735,0.3928552367276151
12,"{'num_conv_layers': 1, 'kernel_sizes': [4], 'channels': [16], 'batch_size': 64, 'dropout': 0.5, 'dense_hidden': 32}",0.34499361663322997,0.43837768206823796,0.38153470510862825,0.38830200127003206
15,"{'num_conv_layers': 3, 'kernel_sizes': [3, 5, 6], 'channels': [16, 32, 64], 'batch_size': 128, 'dropout': 0.0, 'dense_hidden': 128}",0.38361405309569363,0.43129360450249665,0.34794208507828994,0.3876165808921601
19,"{'num_conv_layers': 3, 'kernel_sizes': [2, 3, 3], 'channels': [16, 32, 64], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 32}",0.32660807855757723,0.4189179875108657,0.3381542012508252,0.3612267557730893
1,"{'num_conv_layers': 3, 'kernel_sizes': [4, 5, 6], 'channels': [16, 32, 64], 'batch_size': 32, 'dropout': 0.0, 'dense_hidden': 32}",0.3624841571609632,0.40071501834759554,0.31864142842024096,0.3606135346429333
18,"{'num_conv_layers': 4, 'kernel_sizes': [2, 3, 6, 6], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 32}",0.34812406642650034,0.40867506616305416,0.2958672875436554,0.35088880671107
16,"{'num_conv_layers': 4, 'kernel_sizes': [2, 2, 4, 5], 'channels': [16, 32, 64, 128], 'batch_size': 128, 'dropout': 0.5, 'dense_hidden': 32}",0.2969819266537989,0.35610355581167086,0.2465619944665346,0.2998824923106681
